record_id,campaign_id,date,impressions,clicks,leads,conversions,spend,revenue_attributed
493,2,2026-01-02,62055,1495,214,56,239.68,484.87
494,2,2026-01-03,31281,723,45,10,203.05,316.19
495,2,2026-01-04,48765,1203,158,27,222.78,526.83
496,2,2026-01-05,20924,406,34,10,101.55,283.46
497,2,2026-01-06,46558,829,63,10,240.02,633.75
498,2,2026-01-07,22192,891,115,28,116.21,607.88
499,2,2026-01-08,27981,430,38,9,132.89,369.97
500,2,2026-01-09,47948,1464,136,37,174.35,327.12
501,2,2026-01-10,54147,1581,170,44,230.86,594.71
502,2,2026-01-11,37941,1062,100,22,231.24,232.22
503,2,2026-01-12,30231,829,60,14,112.74,356.59
504,2,2026-01-13,38105,841,111,27,192.45,239.25
505,2,2026-01-14,25386,847,97,29,118.33,297.75
506,2,2026-01-15,38100,1525,204,62,136.75,340.77
507,2,2026-01-16,21539,854,116,38,86.27,627.48
508,2,2026-01-17,17574,621,38,6,83.85,605.09
509,2,2026-01-18,18371,688,82,21,128.94,608.46
510,2,2026-01-19,23747,508,34,11,124.29,281.99
511,2,2026-01-20,41998,668,53,18,185.03,521.8
512,2,2026-01-21,42834,1719,218,74,200.16,231.57
513,2,2026-01-22,58089,1606,166,49,219.72,491.72
514,2,2026-01-23,24995,413,59,9,157.2,496.16
515,2,2026-01-24,48273,1461,120,29,222.27,318.5
516,2,2026-01-25,42986,1473,147,42,171.31,368.67
517,2,2026-01-26,47938,990,142,47,208.24,550.39
518,2,2026-01-27,23182,1002,71,14,104.05,333.31
519,2,2026-01-28,28800,1097,110,22,139.29,556.08
520,2,2026-01-29,24982,454,60,15,153.19,340.7
521,2,2026-01-30,37053,869,76,26,136.73,216.13
522,2,2026-01-31,25249,819,78,23,117.78,360.65
523,3,2026-01-01,68837,2598,341,70,275.65,83.87
524,3,2026-01-02,39524,1289,142,31,166.86,168.07
525,3,2026-01-03,40789,1192,165,43,201.34,152.6
526,3,2026-01-04,68663,1395,126,22,291.51,191.32
527,3,2026-01-05,63166,1548,149,47,228.64,79.57
528,3,2026-01-06,50243,2185,212,73,243.44,170.7
529,3,2026-01-07,57692,1765,226,57,229.82,141.29
530,3,2026-01-08,45864,795,63,16,187.6,172.92
531,3,2026-01-09,51459,2281,257,74,224.51,102.66
532,3,2026-01-10,21190,596,48,13,113.35,172.06
533,3,2026-01-11,66476,1915,200,52,293.33,63.35
534,3,2026-01-12,26972,1037,97,30,128.0,165.87
535,3,2026-01-13,43265,1788,216,57,159.0,212.8
536,3,2026-01-14,55392,2177,286,44,242.49,146.0
537,3,2026-01-15,30199,480,60,11,210.81,160.95
538,3,2026-01-16,59078,1586,140,30,264.38,164.73
539,3,2026-01-17,29001,941,120,19,165.28,110.83
540,3,2026-01-18,55022,2120,316,48,240.75,128.12
541,3,2026-01-19,35956,1553,165,40,203.0,55.11
542,3,2026-01-20,22556,918,129,26,137.18,80.62
543,3,2026-01-21,81241,2250,277,48,296.28,168.76
544,3,2026-01-22,41536,1806,164,39,160.07,139.8
545,3,2026-01-23,40662,829,65,21,218.07,80.4
546,3,2026-01-24,26328,1140,115,32,141.66,210.02
547,3,2026-01-25,40209,1692,221,38,236.84,136.74
548,3,2026-01-26,55937,1648,106,30,260.8,181.39
549,3,2026-01-27,22751,750,62,15,102.19,171.49
550,3,2026-01-28,46303,947,100,34,196.2,158.44
551,3,2026-01-29,51089,1680,173,35,183.26,209.58
552,3,2026-01-30,49749,1648,172,48,179.53,200.87
553,3,2026-01-31,51983,1949,197,59,195.64,185.44
554,4,2026-01-01,4229,94,14,2,18.24,134.16
555,4,2026-01-02,2665,119,16,3,13.73,193.38
556,4,2026-01-03,2901,106,14,3,13.53,123.38
557,4,2026-01-04,4751,179,22,6,17.23,60.98
558,4,2026-01-05,3282,78,7,1,14.19,181.22
559,4,2026-01-06,7143,308,23,5,30.4,132.74
560,4,2026-01-07,3999,84,8,2,15.97,182.83
561,4,2026-01-08,2100,92,9,2,12.76,160.74
562,4,2026-01-09,4381,70,6,1,16.76,98.65
563,4,2026-01-10,7831,168,10,2,28.08,128.85
564,4,2026-01-11,3968,153,9,2,14.72,84.84
565,4,2026-01-12,3947,162,23,7,18.67,69.13
566,4,2026-01-13,5150,217,15,2,28.29,68.95
567,4,2026-01-14,6420,133,19,5,24.24,194.8
568,4,2026-01-15,5987,198,18,3,26.22,235.31
569,4,2026-01-16,7380,242,27,6,29.86,216.38
570,4,2026-01-17,2935,75,7,1,19.76,142.25
571,4,2026-01-18,7416,265,37,8,26.68,143.2
572,4,2026-01-19,4933,178,13,4,26.58,224.11
573,4,2026-01-20,3243,72,9,2,20.55,67.91
574,4,2026-01-21,3161,65,8,1,14.96,81.93
575,4,2026-01-22,3393,136,11,2,13.79,103.39
576,4,2026-01-23,5030,224,24,4,20.63,182.04
577,4,2026-01-24,5700,145,14,2,23.64,125.51
578,4,2026-01-25,3753,119,8,1,19.65,234.26
579,4,2026-01-26,4317,106,11,1,18.24,215.68
580,4,2026-01-27,4401,154,19,4,31.26,136.64
581,4,2026-01-28,7767,302,27,4,28.77,90.56
582,4,2026-01-29,5961,156,21,4,28.43,152.59
583,4,2026-01-30,5373,232,22,6,29.52,174.18
584,4,2026-01-31,5607,197,17,4,28.36,147.57
585,5,2026-01-01,9201,413,60,17,33.45,35.65
586,5,2026-01-02,8258,242,23,4,30.49,91.4
587,5,2026-01-03,11440,404,43,12,79.68,71.07
588,5,2026-01-04,6382,268,29,8,45.52,35.73
589,5,2026-01-05,12901,294,30,4,51.09,96.41
590,5,2026-01-06,9806,308,30,5,39.53,89.85
591,5,2026-01-07,9539,237,34,6,49.07,100.51
592,5,2026-01-08,17850,486,39,13,73.12,80.63
593,5,2026-01-09,9678,396,48,16,59.79,124.06
594,5,2026-01-10,10024,254,19,4,37.2,46.53
595,5,2026-01-11,8231,194,17,3,39.23,126.7
596,5,2026-01-12,5209,220,13,3,36.89,97.01
597,5,2026-01-13,14376,607,67,12,69.47,37.38
598,5,2026-01-14,7105,202,29,6,31.97,71.56
599,5,2026-01-15,6985,171,12,3,28.65,89.98
600,5,2026-01-16,14428,316,31,5,52.13,65.6
601,5,2026-01-17,9873,281,24,7,52.24,89.57
602,5,2026-01-18,15211,393,27,4,65.67,70.62
603,5,2026-01-19,17230,394,51,13,62.82,90.25
604,5,2026-01-20,8601,274,20,4,49.42,130.11
605,5,2026-01-21,9396,321,21,4,54.26,84.86
606,5,2026-01-22,8236,346,23,7,42.97,81.92
607,5,2026-01-23,15293,611,62,13,62.21,131.04
608,5,2026-01-24,15694,339,42,13,60.65,104.13
609,5,2026-01-25,8056,199,12,2,30.0,115.58
610,5,2026-01-26,13290,418,35,7,68.8,80.16
611,5,2026-01-27,10592,452,38,6,59.24,94.03
612,5,2026-01-28,9924,188,21,4,64.26,125.01
613,5,2026-01-29,21275,578,46,10,76.79,40.38
614,5,2026-01-30,13732,595,52,17,71.68,125.74
615,5,2026-01-31,13243,594,44,8,60.24,90.92
616,1,2026-02-01,37155,1408,125,30,170.11,1038.59
617,1,2026-02-02,34438,1329,197,47,138.33,1070.87
618,1,2026-02-03,38438,1117,89,24,172.9,702.59
619,1,2026-02-04,24543,651,40,9,121.97,702.24
620,1,2026-02-05,32556,1396,206,63,128.45,1006.23
621,1,2026-02-06,27253,1223,146,34,150.63,1233.05
622,1,2026-02-07,20949,876,110,37,76.93,886.66
623,1,2026-02-08,21217,599,48,8,148.99,1233.23
624,1,2026-02-09,27976,853,77,17,174.11,892.74
625,1,2026-02-10,14487,537,52,9,61.94,1154.47
626,1,2026-02-11,25540,1026,149,50,115.17,789.6
627,1,2026-02-12,25946,820,102,27,113.18,739.37
628,1,2026-02-13,37821,1681,202,42,161.71,1072.12
629,1,2026-02-14,29522,1054,139,30,119.49,1264.16
630,1,2026-02-15,33963,654,69,22,149.14,812.88
631,1,2026-02-16,35330,1269,78,12,173.63,443.37
632,1,2026-02-17,18630,530,34,5,82.86,458.14
633,1,2026-02-18,12675,361,22,7,72.88,872.62
634,1,2026-02-19,32032,696,77,24,118.13,1545.37
635,1,2026-02-20,42283,1553,117,19,152.65,538.2
636,1,2026-02-21,16405,682,83,21,116.89,983.07
637,1,2026-02-22,34203,547,60,17,159.61,1043.23
638,1,2026-02-23,24008,1032,109,19,120.34,1585.82
639,1,2026-02-24,22116,554,53,17,113.27,643.81
640,1,2026-02-25,31703,1012,101,20,117.09,852.38
641,1,2026-02-26,30687,1206,106,31,169.84,1359.61
642,1,2026-02-27,28367,986,90,13,136.78,1477.64
643,1,2026-02-28,16544,619,73,21,64.75,800.15
644,2,2026-02-01,31494,895,70,17,169.74,258.47
645,2,2026-02-02,26634,518,55,9,129.19,274.15
646,2,2026-02-03,42334,1104,144,42,235.09,138.34
647,2,2026-02-04,40826,1109,67,19,234.29,251.68
648,2,2026-02-05,23624,597,55,12,151.4,401.01
649,2,2026-02-06,27478,993,98,27,152.8,223.19
650,2,2026-02-07,22769,570,49,16,88.91,148.23
651,2,2026-02-08,39133,614,85,22,171.89,186.34
652,2,2026-02-09,37362,1240,108,21,192.77,498.44
653,2,2026-02-10,36295,1519,203,68,152.86,269.6
654,2,2026-02-11,53693,1145,91,18,231.68,220.94
655,2,2026-02-12,19920,759,108,18,104.41,197.0
656,2,2026-02-13,15192,257,33,6,87.82,420.4
657,2,2026-02-14,33201,1131,147,40,186.42,204.61
658,2,2026-02-15,34485,1145,148,43,197.41,290.6
659,2,2026-02-16,33095,1201,74,21,123.95,215.58
660,2,2026-02-17,58563,1833,231,57,223.96,418.31
661,2,2026-02-18,19787,704,66,19,108.59,256.9
662,2,2026-02-19,24474,521,54,8,89.87,361.07
663,2,2026-02-20,46984,2071,303,100,177.8,514.95
664,2,2026-02-21,16924,572,49,13,98.3,485.17
665,2,2026-02-22,36759,662,54,10,192.38,349.19
666,2,2026-02-23,28427,623,46,10,148.25,525.52
667,2,2026-02-24,29519,886,84,25,150.35,182.17
668,2,2026-02-25,28508,730,76,22,107.95,430.83
669,2,2026-02-26,31699,510,33,8,176.88,254.09
670,2,2026-02-27,25715,1082,128,21,164.04,441.8
671,2,2026-02-28,36939,594,50,11,136.51,328.04
672,3,2026-02-01,71081,2978,267,85,350.69,180.31
673,3,2026-02-02,33257,759,111,31,200.41,71.6
674,3,2026-02-03,58872,2281,288,59,262.89,157.9
675,3,2026-02-04,90763,3646,480,82,390.58,96.47
676,3,2026-02-05,38714,632,71,17,189.03,173.82
677,3,2026-02-06,40638,1277,98,19,244.06,57.89
678,3,2026-02-07,38238,1604,214,60,234.49,107.63
679,3,2026-02-08,23689,835,73,14,132.06,185.48
680,3,2026-02-09,83495,2342,166,36,331.93,98.64
681,3,2026-02-10,38622,679,52,16,205.65,107.68
682,3,2026-02-11,37251,1154,166,53,244.5,79.39
683,3,2026-02-12,31929,1117,94,16,226.06,66.31
684,3,2026-02-13,61642,1814,109,25,385.77,113.64
685,3,2026-02-14,57870,1343,186,62,273.65,158.84
686,3,2026-02-15,64788,1265,97,20,314.64,126.15
687,3,2026-02-16,70997,2105,303,89,313.37,84.6
688,3,2026-02-17,31892,715,52,12,196.66,120.94
689,3,2026-02-18,49909,1184,165,35,249.38,204.15
690,3,2026-02-19,41618,1416,122,27,264.57,137.61
691,3,2026-02-20,78828,1878,228,78,386.24,159.09
692,3,2026-02-21,34683,596,58,12,207.51,153.69
693,3,2026-02-22,95103,3502,488,113,363.98,80.13
694,3,2026-02-23,54968,832,101,19,199.92,187.66
695,3,2026-02-24,69606,1481,113,21,302.03,201.16
696,3,2026-02-25,56472,1196,83,19,235.72,201.87
697,3,2026-02-26,19724,418,50,9,135.31,94.24
698,3,2026-02-27,46229,1615,225,38,183.91,161.38
699,3,2026-02-28,24281,959,71,16,135.55,119.52
700,4,2026-02-01,7979,285,40,11,37.29,131.16
701,4,2026-02-02,3657,85,11,3,23.53,124.51
702,4,2026-02-03,4428,130,10,1,28.91,207.22
703,4,2026-02-04,3179,83,8,2,22.23,268.45
704,4,2026-02-05,7071,118,11,3,36.6,134.37
705,4,2026-02-06,4069,78,10,2,24.75,312.23
706,4,2026-02-07,8381,366,25,7,30.97,109.84
707,4,2026-02-08,11130,309,36,12,40.6,113.29
708,4,2026-02-09,9499,178,11,2,34.7,158.38
709,4,2026-02-10,4053,169,17,4,15.7,283.32
710,4,2026-02-11,6418,108,11,2,24.33,246.16
711,4,2026-02-12,8508,263,25,5,31.07,122.15
712,4,2026-02-13,8749,331,36,11,40.26,129.35
713,4,2026-02-14,5683,247,25,4,38.96,105.57
714,4,2026-02-15,4226,98,7,1,27.88,308.64
715,4,2026-02-16,8324,131,8,2,30.43,221.06
716,4,2026-02-17,6592,106,6,1,33.69,171.08
717,4,2026-02-18,5636,224,31,7,31.32,145.91
718,4,2026-02-19,5959,120,9,2,27.83,204.88
719,4,2026-02-20,7626,149,19,3,28.09,288.83
720,4,2026-02-21,4059,178,15,2,17.27,185.81
721,4,2026-02-22,5082,160,23,7,21.66,237.11
722,4,2026-02-23,4864,166,17,3,26.9,287.31
723,4,2026-02-24,4492,74,7,1,22.06,220.44
724,4,2026-02-25,10038,377,29,6,36.17,119.73
725,4,2026-02-26,6180,157,23,6,29.87,202.27
726,4,2026-02-27,8383,262,28,6,31.22,144.87
727,4,2026-02-28,3418,150,17,2,13.97,253.86
728,5,2026-02-01,6083,132,12,3,40.32,110.01
729,5,2026-02-02,10589,193,24,6,62.54,70.35
730,5,2026-02-03,10552,184,17,2,67.57,68.28
731,5,2026-02-04,18804,399,30,9,69.91,60.89
732,5,2026-02-05,14804,392,47,8,58.44,150.67
733,5,2026-02-06,14740,391,52,10,93.14,122.93
734,5,2026-02-07,5683,178,13,2,38.57,48.85
735,5,2026-02-08,7150,236,26,5,35.25,47.85
736,5,2026-02-09,16601,303,36,9,88.86,66.61
737,5,2026-02-10,8775,134,18,5,33.06,46.47
738,5,2026-02-11,13103,288,26,8,52.06,126.14
739,5,2026-02-12,17948,523,51,11,93.64,79.72
740,5,2026-02-13,13003,253,19,6,47.75,65.44
741,5,2026-02-14,13298,238,22,4,64.23,124.51
742,5,2026-02-15,12781,562,52,12,57.74,57.3
743,5,2026-02-16,10748,175,17,4,59.01,47.33
744,5,2026-02-17,9056,321,46,14,43.24,52.73
745,5,2026-02-18,15374,305,45,9,62.1,128.54
746,5,2026-02-19,13715,580,83,22,60.31,142.27
747,5,2026-02-20,18371,750,51,17,75.91,83.85
748,5,2026-02-21,7823,177,22,3,51.1,147.35
749,5,2026-02-22,9103,236,20,4,49.57,130.09
750,5,2026-02-23,12143,343,49,11,44.82,142.57
751,5,2026-02-24,12828,535,32,7,83.88,119.58
752,5,2026-02-25,18666,646,70,17,68.59,73.49
753,5,2026-02-26,11590,216,32,5,82.18,59.99
754,5,2026-02-27,9467,150,10,2,62.08,138.88
755,5,2026-02-28,5289,113,9,1,33.56,49.88
756,1,2026-03-01,19045,425,37,9,132.13,918.26
757,1,2026-03-02,17375,276,30,8,98.54,1364.93
758,1,2026-03-03,41561,985,70,16,155.35,1471.27
759,1,2026-03-04,12887,510,37,7,64.03,1429.87
760,1,2026-03-05,12083,457,34,11,71.58,1401.6
761,1,2026-03-06,35663,806,120,25,138.73,1369.35
762,1,2026-03-07,18292,425,54,9,90.96,849.17
763,1,2026-03-08,19276,806,112,19,83.74,1370.02
764,1,2026-03-09,17711,404,26,6,65.87,480.52
765,1,2026-03-10,31418,1063,96,17,166.52,1084.25
766,1,2026-03-11,17432,338,46,11,89.52,1191.23
767,1,2026-03-12,26198,576,83,24,106.25,766.47
768,1,2026-03-13,12509,200,17,5,88.51,1311.27
769,1,2026-03-14,11775,522,74,12,69.33,1193.07
770,1,2026-03-15,19102,712,93,25,83.16,1173.58
771,1,2026-03-16,30254,997,121,33,144.42,402.07
772,1,2026-03-17,28059,691,87,13,118.98,1059.8
773,1,2026-03-18,20878,321,22,6,121.5,1280.35
774,1,2026-03-19,29893,886,119,23,130.3,1514.39
775,1,2026-03-20,24514,977,133,32,88.18,647.84
776,1,2026-03-21,15508,541,56,12,107.09,1090.52
777,1,2026-03-22,26681,933,126,31,153.52,810.8
778,1,2026-03-23,43474,1689,133,20,156.56,445.05
779,1,2026-03-24,30149,812,90,21,162.23,522.84
780,1,2026-03-25,25005,798,71,21,131.48,1247.49
781,1,2026-03-26,31232,1332,98,16,165.24,426.1
782,1,2026-03-27,17155,517,49,9,88.12,1238.37
783,1,2026-03-28,41956,991,97,26,158.42,1093.58
784,1,2026-03-29,12056,474,59,19,67.84,791.6
785,1,2026-03-30,25246,938,99,32,130.56,1471.74
786,1,2026-03-31,27402,1015,120,27,127.7,982.84
787,2,2026-03-01,25200,726,81,21,98.81,510.05
788,2,2026-03-02,55900,1107,90,14,218.67,190.02
789,2,2026-03-03,20946,315,38,12,131.59,323.13
790,2,2026-03-04,39767,1108,108,31,161.7,267.13
791,2,2026-03-05,33599,694,91,22,190.29,509.24
792,2,2026-03-06,32252,1113,90,22,191.73,205.84
793,2,2026-03-07,18454,772,96,14,119.7,489.61
794,2,2026-03-08,26648,1116,93,20,119.42,145.13
795,2,2026-03-09,38272,904,82,28,159.97,157.29
796,2,2026-03-10,29333,1284,168,32,184.45,524.39
797,2,2026-03-11,58030,2373,265,58,217.36,384.24
798,2,2026-03-12,44678,1484,218,59,213.94,401.15
799,2,2026-03-13,23512,501,56,13,142.07,396.23
800,2,2026-03-14,17647,773,100,16,114.64,416.05
801,2,2026-03-15,31770,573,80,13,171.84,165.0
802,2,2026-03-16,26424,656,61,18,183.36,151.46
803,2,2026-03-17,16989,548,79,25,86.37,473.94
804,2,2026-03-18,54719,1100,79,23,208.25,412.03
805,2,2026-03-19,28853,915,119,30,108.11,469.07
806,2,2026-03-20,32955,552,71,21,130.39,409.03
807,2,2026-03-21,43743,793,81,28,170.65,213.17
808,2,2026-03-22,47167,1442,148,27,234.03,353.03
809,2,2026-03-23,22942,995,109,19,115.06,520.86
810,2,2026-03-24,41296,1622,127,20,182.39,334.89
811,2,2026-03-25,25947,1044,90,26,96.26,222.9
812,2,2026-03-26,41856,1306,101,28,165.72,441.71
813,2,2026-03-27,57396,1259,89,17,235.56,304.06
814,2,2026-03-28,19685,452,33,10,112.47,155.59
815,2,2026-03-29,33530,1390,85,18,129.02,143.75
816,2,2026-03-30,26853,811,58,11,116.25,271.88
817,2,2026-03-31,28285,1085,67,17,121.19,416.79
818,3,2026-03-01,19062,818,102,26,128.7,179.89
819,3,2026-03-02,37917,757,68,16,174.36,125.5
820,3,2026-03-03,41862,1163,100,21,150.1,108.26
821,3,2026-03-04,40396,646,83,18,237.22,173.76
822,3,2026-03-05,23911,997,122,23,161.0,166.23
823,3,2026-03-06,54394,2426,302,87,246.99,57.53
824,3,2026-03-07,58647,1472,117,31,263.42,179.46
825,3,2026-03-08,44847,1016,66,16,174.0,143.8
826,3,2026-03-09,27857,1210,125,34,197.32,177.19
827,3,2026-03-10,31685,1027,142,46,124.99,101.43
828,3,2026-03-11,29372,480,35,5,138.27,170.0
829,3,2026-03-12,33145,794,68,17,119.95,81.91
830,3,2026-03-13,47913,1853,164,49,251.61,78.32
831,3,2026-03-14,56014,1858,167,54,253.95,158.46
832,3,2026-03-15,31365,1068,76,23,155.46,169.41
833,3,2026-03-16,63936,1024,93,24,261.26,168.24
834,3,2026-03-17,52781,1288,190,40,204.11,127.37
835,3,2026-03-18,54809,2061,270,86,249.62,118.11
836,3,2026-03-19,49470,1132,100,21,182.7,153.88
837,3,2026-03-20,51667,1889,245,77,211.6,180.77
838,3,2026-03-21,27627,1218,101,33,166.47,85.18
839,3,2026-03-22,55159,2351,336,95,199.62,167.92
840,3,2026-03-23,28981,925,70,12,161.65,153.45
841,3,2026-03-24,28932,1073,130,20,157.04,112.86
842,3,2026-03-25,68658,2809,188,61,260.27,54.94
843,3,2026-03-26,21980,745,45,7,149.22,130.6
844,3,2026-03-27,36279,935,99,14,132.66,151.77
845,3,2026-03-28,17477,273,33,6,96.49,50.69
846,3,2026-03-29,29264,1134,98,33,150.92,129.8
847,3,2026-03-30,43865,682,101,26,230.17,92.86
848,3,2026-03-31,37963,722,72,11,194.2,161.88
849,4,2026-03-01,8360,147,15,2,34.35,211.47
850,4,2026-03-02,7744,157,18,2,39.97,254.45
851,4,2026-03-03,6280,98,7,1,33.73,158.52
852,4,2026-03-04,4044,69,7,1,14.97,271.49
853,4,2026-03-05,7308,215,27,7,26.78,137.37
854,4,2026-03-06,6312,248,28,8,25.47,117.97
855,4,2026-03-07,6472,145,16,3,39.98,250.9
856,4,2026-03-08,4400,79,8,2,16.01,157.19
857,4,2026-03-09,4010,151,17,4,22.33,209.5
858,4,2026-03-10,6619,286,31,5,36.14,132.12
859,4,2026-03-11,6098,237,19,4,40.04,90.54
860,4,2026-03-12,4240,99,10,2,18.0,288.15
861,4,2026-03-13,8354,312,27,7,37.81,110.84
862,4,2026-03-14,8975,396,56,14,34.95,135.48
863,4,2026-03-15,5098,123,11,3,23.13,276.25
864,4,2026-03-16,5181,228,25,6,29.98,278.05
865,4,2026-03-17,5709,170,10,3,22.65,242.89
866,4,2026-03-18,8383,295,30,9,35.94,183.45
867,4,2026-03-19,6559,202,17,3,38.86,181.55
868,4,2026-03-20,2863,89,6,1,18.6,100.53
869,4,2026-03-21,6014,235,23,6,29.8,176.2
870,4,2026-03-22,5826,190,21,6,25.84,88.3
871,4,2026-03-23,3003,97,11,2,19.05,264.85
872,4,2026-03-24,5701,244,14,4,27.22,270.74
873,4,2026-03-25,4877,90,10,3,26.42,269.08
874,4,2026-03-26,6758,250,29,9,26.87,253.01
875,4,2026-03-27,4794,111,11,3,26.28,85.82
876,4,2026-03-28,7240,185,18,5,40.67,300.04
877,4,2026-03-29,11433,513,65,18,41.47,87.85
878,4,2026-03-30,4341,101,11,3,24.69,292.89
879,4,2026-03-31,6327,249,17,3,34.22,273.76
880,5,2026-03-01,24057,555,50,10,98.4,75.57
881,5,2026-03-02,21576,931,112,21,79.35,101.53
882,5,2026-03-03,24880,375,53,11,90.14,128.77
883,5,2026-03-04,27814,1068,130,23,101.78,155.03
884,5,2026-03-05,20739,750,97,23,96.95,101.12
885,5,2026-03-06,19152,573,83,21,72.74,126.56
886,5,2026-03-07,26397,978,115,27,101.19,147.86
887,5,2026-03-08,16518,649,70,21,61.29,71.5
888,5,2026-03-09,10980,265,28,7,46.65,100.43
889,5,2026-03-10,21772,513,62,9,86.21,163.08
890,5,2026-03-11,19401,350,32,7,99.12,117.86
891,5,2026-03-12,19868,381,39,9,93.03,100.73
892,5,2026-03-13,11877,316,45,10,53.48,167.17
893,5,2026-03-14,13359,522,47,8,56.58,149.5
894,5,2026-03-15,5469,152,15,2,36.38,90.81
895,5,2026-03-16,11259,395,24,3,76.34,59.81
896,5,2026-03-17,8895,330,20,3,48.58,148.92
897,5,2026-03-18,14222,634,70,20,86.25,79.66
898,5,2026-03-19,15315,483,32,7,85.37,77.03
899,5,2026-03-20,16487,305,36,6,73.11,86.31
900,5,2026-03-21,16162,362,54,13,91.42,94.88
901,5,2026-03-22,19073,436,62,16,71.49,166.99
902,5,2026-03-23,6483,254,34,8,40.44,52.29
903,5,2026-03-24,26621,880,83,19,95.42,165.46
904,5,2026-03-25,10228,329,47,14,63.3,114.9
905,5,2026-03-26,14889,616,74,24,71.78,68.11
906,5,2026-03-27,11222,297,30,7,53.41,61.96
907,5,2026-03-28,13625,226,18,5,54.74,111.16
908,5,2026-03-29,17251,329,43,15,83.55,151.97
909,5,2026-03-30,14316,368,53,11,72.99,144.4
910,5,2026-03-31,10723,207,28,7,47.36,95.38
911,1,2026-04-01,16424,716,89,26,102.59,1080.27
912,1,2026-04-02,24321,1006,108,34,100.2,1284.95
913,1,2026-04-03,22644,697,69,12,138.07,435.13
914,1,2026-04-04,25090,665,76,12,100.21,622.7
915,1,2026-04-05,13774,530,60,19,52.56,751.67
916,1,2026-04-06,24482,917,63,13,147.87,753.25
917,1,2026-04-07,10747,167,10,1,73.1,1053.63
918,1,2026-04-08,21857,373,42,13,141.64,836.88
919,1,2026-04-09,15504,692,52,11,76.04,1077.63
920,1,2026-04-10,23689,513,47,7,104.43,456.68
921,1,2026-04-11,29258,1019,63,10,109.84,741.79
922,1,2026-04-12,16323,657,95,15,83.54,670.19
923,1,2026-04-13,10686,383,25,7,72.95,412.22
924,1,2026-04-14,14914,649,59,20,97.53,949.76
925,1,2026-04-15,18621,806,99,28,132.11,1405.04
926,1,2026-04-16,25809,552,74,18,151.97,1380.2
927,1,2026-04-17,29655,1223,84,27,115.03,398.25
928,1,2026-04-18,12970,516,76,20,80.11,532.74
929,1,2026-04-19,18224,643,53,18,66.78,1263.88
930,1,2026-04-20,17972,415,50,11,92.94,571.66
931,1,2026-04-21,21168,860,127,25,91.62,531.96
932,1,2026-04-22,21928,874,59,18,85.38,1112.85
933,1,2026-04-23,30735,1343,121,20,122.91,384.17
934,1,2026-04-24,12401,227,32,8,82.78,607.21
935,1,2026-04-25,36343,988,133,23,143.21,1366.2
936,1,2026-04-26,23158,835,70,23,91.96,1174.64
937,1,2026-04-27,28686,789,107,21,127.51,1402.69
938,1,2026-04-28,19595,480,43,13,101.72,1291.17
939,1,2026-04-29,17727,668,63,20,67.9,678.07
940,1,2026-04-30,23378,427,53,13,118.01,1081.61
941,2,2026-04-01,51303,937,65,17,206.2,266.1
942,2,2026-04-02,32650,1434,88,14,220.95,232.5
943,2,2026-04-03,30978,1310,83,15,166.33,604.38
944,2,2026-04-04,42769,1059,67,13,165.11,476.23
945,2,2026-04-05,35078,819,59,20,131.45,667.37
946,2,2026-04-06,24893,964,59,15,126.61,258.32
947,2,2026-04-07,29777,1178,94,26,199.75,638.07
948,2,2026-04-08,50785,1387,114,31,192.75,709.04
949,2,2026-04-09,39793,671,84,23,248.68,203.26
950,2,2026-04-10,27387,415,61,17,102.61,260.98
951,2,2026-04-11,14077,437,61,11,96.31,532.93
952,2,2026-04-12,33502,729,92,28,143.15,435.18
953,2,2026-04-13,34967,852,60,14,148.39,578.2
954,2,2026-04-14,24432,683,45,14,97.14,200.43
955,2,2026-04-15,24779,923,128,19,159.33,589.31
956,2,2026-04-16,27647,835,123,27,157.93,435.64
957,2,2026-04-17,31173,919,121,28,155.94,466.0
958,2,2026-04-18,36938,730,98,25,164.48,551.66
959,2,2026-04-19,19074,403,58,15,121.94,496.64
960,2,2026-04-20,22036,447,41,10,108.37,375.76
961,2,2026-04-21,30771,1303,111,31,120.19,408.4
962,2,2026-04-22,35841,1276,81,21,232.26,546.15
963,2,2026-04-23,51472,1741,225,60,217.8,616.51
964,2,2026-04-24,48339,856,103,18,224.28,714.17
965,2,2026-04-25,31035,666,45,6,208.97,610.82
966,2,2026-04-26,33517,1331,84,13,176.34,200.72
967,2,2026-04-27,36165,1340,128,25,150.39,530.52
968,2,2026-04-28,25252,847,118,32,93.6,666.95
969,2,2026-04-29,36202,1361,135,31,136.17,391.44
970,2,2026-04-30,62370,1585,217,72,246.79,399.24
971,3,2026-04-01,64775,2877,269,66,340.27,74.86
972,3,2026-04-02,73967,1504,208,46,326.37,183.54
973,3,2026-04-03,80019,2129,179,48,298.67,213.22
974,3,2026-04-04,61739,2449,346,111,242.39,203.15
975,3,2026-04-05,58840,2497,292,60,228.4,69.1
976,3,2026-04-06,20782,314,29,7,141.26,62.52
977,3,2026-04-07,64005,1422,176,54,232.35,212.92
978,3,2026-04-08,59853,1394,91,26,243.4,206.87
979,3,2026-04-09,36842,1336,153,49,186.1,157.96
980,3,2026-04-10,50043,1599,218,43,258.31,196.1
981,3,2026-04-11,35930,1042,119,19,199.78,181.52
982,3,2026-04-12,66255,1475,123,18,304.45,104.11
983,3,2026-04-13,32421,1311,128,28,226.24,138.63
