record_id,campaign_id,date,impressions,clicks,leads,conversions,spend,revenue_attributed
499,1,2026-03-16,1430,43,10,0,62.96,0.0
500,2,2026-03-16,998,32,8,0,44.83,0.0
501,3,2026-03-16,2140,88,22,1,8.5,111.71
502,1,2026-03-17,1181,68,17,0,58.53,0.0
503,2,2026-03-17,1025,49,12,0,38.64,0.0
504,3,2026-03-17,920,55,13,1,1.71,157.1
505,1,2026-03-18,1637,77,19,0,58.84,0.0
506,2,2026-03-18,2103,77,19,0,37.18,0.0
507,3,2026-03-18,1366,44,11,0,5.55,0.0
508,1,2026-03-19,1793,102,25,1,59.7,72.1
509,2,2026-03-19,2339,159,39,0,36.22,0.0
510,3,2026-03-19,885,29,7,0,13.78,0.0
511,1,2026-03-20,2034,103,25,1,55.15,175.45
512,2,2026-03-20,1795,87,21,0,40.32,0.0
513,3,2026-03-20,1559,89,22,1,6.59,101.17
514,1,2026-03-21,1290,87,21,0,61.3,0.0
515,2,2026-03-21,917,63,15,0,42.57,0.0
516,3,2026-03-21,806,38,9,0,14.13,0.0
517,1,2026-03-22,1084,33,8,0,69.5,0.0
518,2,2026-03-22,2232,134,33,0,45.61,0.0
519,3,2026-03-22,2205,124,31,2,7.04,234.05
520,1,2026-03-23,1184,35,8,0,63.26,0.0
521,2,2026-03-23,1459,44,11,0,53.84,0.0
522,3,2026-03-23,2453,145,36,2,-1.08,282.7
523,1,2026-03-24,1792,82,20,0,59.67,0.0
524,2,2026-03-24,1676,113,28,0,36.63,0.0
525,3,2026-03-24,2148,138,34,2,7.52,337.25
526,1,2026-03-25,1401,76,19,0,69.69,0.0
527,2,2026-03-25,1971,121,30,0,52.4,0.0
528,3,2026-03-25,1819,112,28,2,-1.37,192.32
529,1,2026-03-26,1923,133,33,1,68.46,116.02
530,2,2026-03-26,1036,51,12,0,52.93,0.0
531,3,2026-03-26,1149,69,17,1,2.87,139.17
532,1,2026-03-27,1690,117,29,1,56.79,63.51
533,2,2026-03-27,1468,97,24,0,53.58,0.0
534,3,2026-03-27,1327,75,18,1,2.41,174.18
535,1,2026-03-28,2162,76,19,0,68.41,0.0
536,2,2026-03-28,985,60,15,0,49.51,0.0
537,3,2026-03-28,1979,120,30,2,2.48,264.16
538,1,2026-03-29,1572,104,26,1,67.88,149.16
539,2,2026-03-29,2139,119,29,0,49.5,0.0
540,3,2026-03-29,2455,96,24,1,15.12,91.09
541,1,2026-03-30,1028,34,8,0,60.82,0.0
542,2,2026-03-30,2324,157,39,0,53.74,0.0
543,3,2026-03-30,1441,98,24,1,0.55,129.23
544,1,2026-03-31,926,49,12,0,55.03,0.0
545,2,2026-03-31,1667,71,17,0,42.76,0.0
546,3,2026-03-31,2431,85,21,1,11.59,139.65
